AssigneeID	KeywordID
A_000099	K_348976
A_000099	K_349689
A_000099	K_353251
A_000099	K_356901
A_000099	K_358812
A_000099	K_358813
A_000099	K_358818
A_000099	K_359677
A_000099	K_360124
A_000099	K_360646
A_000099	K_363654
A_000099	K_364502
A_000099	K_364504
A_000099	K_364505
A_000099	K_364506
A_000099	K_364875
A_000099	K_365091
A_000099	K_365198
A_000099	K_365241
A_000099	K_365583
A_000099	K_365636
A_000099	K_365899
A_000099	K_365929
A_000099	K_367393
A_000099	K_367439
A_000099	K_367765
A_000099	K_368397
A_000099	K_368875
A_000099	K_369011
A_000099	K_369018
A_000099	K_369156
A_000099	K_369160
A_000099	K_369164
A_000099	K_369271
A_000099	K_369302
A_000099	K_369309
A_000099	K_369463
A_000099	K_369775
A_000099	K_369776
A_000099	K_369777
A_000099	K_370005
A_000099	K_370101
A_000099	K_370323
A_000099	K_370463
A_000099	K_370512
A_000099	K_370521
A_000099	K_371522
A_000099	K_371846
A_000099	K_371861
A_000099	K_371864
A_000099	K_371865
A_000099	K_372968
A_000099	K_373004
A_000099	K_373053
A_000099	K_373098
A_000099	K_373099
A_000099	K_373101
A_000099	K_373102
A_000099	K_373112
A_000099	K_373326
A_000099	K_373327
A_000099	K_373389
A_000099	K_373393
A_000099	K_373395
A_000099	K_373410
A_000099	K_373458
A_000099	K_373473
A_000099	K_373495
A_000099	K_373519
A_000099	K_373520
A_000099	K_373528
A_000099	K_373541
A_000099	K_373546
A_000099	K_373547
A_000099	K_373549
A_000099	K_373557
A_000099	K_373561
A_000099	K_373564
A_000099	K_373586
A_000099	K_373588
A_000099	K_373597
A_000099	K_373634
A_000099	K_373636
A_000099	K_373705
A_000099	K_374003
A_000099	K_374088
A_000099	K_374151
A_000099	K_374826
A_000099	K_375051
A_000099	K_375322
A_000099	K_376478
A_000099	K_377225
A_000099	K_378256
A_000099	K_378956
A_000099	K_379772
A_000099	K_379773
A_000099	K_379925
A_000099	K_379971
A_000099	K_379973
A_000099	K_382870
A_000099	K_384680
A_000099	K_384992
A_000099	K_385256
A_000099	K_385492
A_000099	K_385936
A_000099	K_385946
A_000099	K_385973
A_000099	K_385975
A_000099	K_387556
A_000099	K_388115
A_000099	K_388815
A_000099	K_388847
A_000099	K_390189
A_000099	K_391204
A_000099	K_391398
A_000099	K_392573
A_000099	K_395039
A_000099	K_395083
A_000099	K_395417
A_000099	K_395574
A_000099	K_396079
A_000099	K_396316
A_000099	K_396882
A_000099	K_397576
A_000099	K_398072
A_000099	K_398938
A_000099	K_398945
A_000099	K_399199
A_000099	K_399293
A_000099	K_399543
A_000099	K_400040
A_000099	K_400676
A_000099	K_401122
A_000099	K_401139
A_000099	K_401254
A_000099	K_402957
A_000099	K_402959
A_000099	K_403069
A_000099	K_403127
A_000099	K_403270
A_000099	K_403655
A_000099	K_403659
A_000099	K_403663
A_000099	K_403664
A_000099	K_404067
A_000099	K_404663
A_000099	K_405009
A_000099	K_405221
A_000099	K_405224
A_000099	K_405923
A_000099	K_405924
A_000099	K_405925
A_000099	K_405929
A_000099	K_405930
A_000099	K_405932
A_000099	K_406314
A_000099	K_406696
A_000099	K_406700
A_000099	K_406702
A_000099	K_406712
A_000099	K_407466
A_000099	K_407554
A_000099	K_407688
A_000099	K_407729
A_000099	K_409700
A_000099	K_410126
A_000099	K_410700
A_000099	K_411367
A_000099	K_411369
A_000099	K_411620
A_000099	K_412242
A_000099	K_413911
A_000099	K_414583
A_000099	K_414782
A_000099	K_415368
A_000099	K_415688
A_000099	K_415917
A_000099	K_416267
A_000099	K_416537
A_000099	K_416972
A_000099	K_416976
A_000099	K_416977
A_000099	K_416979
A_000099	K_418524
A_000099	K_425526
A_000099	K_426436
A_000099	K_429558
A_000099	K_429838
A_000099	K_429888
A_000099	K_430746
A_000099	K_430749
A_000099	K_430753
A_000099	K_430901
A_000099	K_431183
A_000099	K_431557
A_000099	K_431797
A_000099	K_431853
A_000099	K_431856
A_000099	K_431870
A_000099	K_431937
A_000099	K_432460
A_000099	K_432528
A_000099	K_432529
A_000099	K_432561
A_000099	K_433966
A_000099	K_434490
A_000099	K_434999
A_000099	K_435823
A_000099	K_435828
A_000099	K_436155
A_000099	K_437284
A_000099	K_437452
A_000099	K_437556
A_000099	K_437657
A_000099	K_438062
A_000099	K_438588
A_000099	K_438820
A_000099	K_438978
A_000099	K_438982
A_000099	K_438985
A_000099	K_439028
A_000099	K_439107
A_000099	K_439336
A_000099	K_439588
A_000099	K_439589
A_000099	K_441840
A_000099	K_441847
A_000099	K_441928
A_000099	K_442277
A_000099	K_445426
A_000099	K_445427
A_000099	K_445433
